"categoria","termino","descripcion","genes_universo","genes_conjunto","esperados","p","genes","q"
"Keyword","KW-0813","Transport",82,3,14.5,0.999987675518317,"ccmA;nhaA;phoU",1
"Process","GO:0000003","Reproduction",3,0,0.5,1,"",1
"Process","GO:0001539","Cilium or flagellum-dependent cell motility",12,0,2.1,1,"",1
"Process","GO:0002949","tRNA threonylcarbamoyladenosine modification",3,0,0.5,1,"",1
"Process","GO:0003333","Amino acid transmembrane transport",3,0,0.5,1,"",1
"Process","GO:0006066","Alcohol metabolic process",8,0,1.4,1,"",1
"Process","GO:0006081","Cellular aldehyde metabolic process",6,0,1.1,1,"",1
"Process","GO:0006099","Tricarboxylic acid cycle",13,0,2.3,1,"",1
"Process","GO:0006119","Oxidative phosphorylation",6,0,1.1,1,"",1
"Process","GO:0006167","AMP biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0006206","Pyrimidine nucleobase metabolic process",5,0,0.9,1,"",1
"Process","GO:0006207","De novo pyrimidine nucleobase biosynthetic process",4,0,0.7,1,"",1
"Process","GO:0006222","UMP biosynthetic process",6,0,1.1,1,"",1
"Process","GO:0006265","DNA topological change",5,0,0.9,1,"",1
"Process","GO:0006281","DNA repair",28,0,4.9,1,"",1
"Process","GO:0006284","Base-excision repair",5,0,0.9,1,"",1
"Process","GO:0006289","Nucleotide-excision repair",4,0,0.7,1,"",1
"Process","GO:0006353","DNA-templated transcription, termination",4,0,0.7,1,"",1
"Process","GO:0006401","RNA catabolic process",4,0,0.7,1,"",1
"Process","GO:0006413","Translational initiation",4,0,0.7,1,"",1
"Process","GO:0006450","Regulation of translational fidelity",4,0,0.7,1,"",1
"Process","GO:0006479","Protein methylation",4,0,0.7,1,"",1
"Process","GO:0006525","Arginine metabolic process",8,0,1.4,1,"",1
"Process","GO:0006526","Arginine biosynthetic process",8,0,1.4,1,"",1
"Process","GO:0006544","Glycine metabolic process",5,0,0.9,1,"",1
"Process","GO:0006546","Glycine catabolic process",3,0,0.5,1,"",1
"Process","GO:0006560","Proline metabolic process",3,0,0.5,1,"",1
"Process","GO:0006561","Proline biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0006591","Ornithine metabolic process",3,0,0.5,1,"",1
"Process","GO:0006605","Protein targeting",7,0,1.2,1,"",1
"Process","GO:0006643","Membrane lipid metabolic process",8,0,1.4,1,"",1
"Process","GO:0006664","Glycolipid metabolic process",8,0,1.4,1,"",1
"Process","GO:0006720","Isoprenoid metabolic process",7,0,1.2,1,"",1
"Process","GO:0006721","Terpenoid metabolic process",5,0,0.9,1,"",1
"Process","GO:0006730","One-carbon metabolic process",5,0,0.9,1,"",1
"Process","GO:0006754","ATP biosynthetic process",10,0,1.8,1,"",1
"Process","GO:0006772","Thiamine metabolic process",5,0,0.9,1,"",1
"Process","GO:0006886","Intracellular protein transport",7,0,1.2,1,"",1
"Process","GO:0006935","Chemotaxis",4,0,0.7,1,"",1
"Process","GO:0006974","Cellular response to DNA damage stimulus",28,0,4.9,1,"",1
"Process","GO:0007059","Chromosome segregation",4,0,0.7,1,"",1
"Process","GO:0008213","Protein alkylation",4,0,0.7,1,"",1
"Process","GO:0008299","Isoprenoid biosynthetic process",7,0,1.2,1,"",1
"Process","GO:0008614","Pyridoxine metabolic process",3,0,0.5,1,"",1
"Process","GO:0008615","Pyridoxine biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0008643","Carbohydrate transport",5,0,0.9,1,"",1
"Process","GO:0009060","Aerobic respiration",21,0,3.7,1,"",1
"Process","GO:0009063","Cellular amino acid catabolic process",5,0,0.9,1,"",1
"Process","GO:0009071","Serine family amino acid catabolic process",3,0,0.5,1,"",1
"Process","GO:0009112","Nucleobase metabolic process",7,0,1.2,1,"",1
"Process","GO:0009145","Purine nucleoside triphosphate biosynthetic process",11,0,1.9,1,"",1
"Process","GO:0009173","Pyrimidine ribonucleoside monophosphate metabolic process",6,0,1.1,1,"",1
"Process","GO:0009174","Pyrimidine ribonucleoside monophosphate biosynthetic process",6,0,1.1,1,"",1
"Process","GO:0009206","Purine ribonucleoside triphosphate biosynthetic process",11,0,1.9,1,"",1
"Process","GO:0009228","Thiamine biosynthetic process",4,0,0.7,1,"",1
"Process","GO:0009229","Thiamine diphosphate biosynthetic process",4,0,0.7,1,"",1
"Process","GO:0009235","Cobalamin metabolic process",3,0,0.5,1,"",1
"Process","GO:0009236","Cobalamin biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0009240","Isopentenyl diphosphate biosynthetic process",4,0,0.7,1,"",1
"Process","GO:0009245","Lipid A biosynthetic process",7,0,1.2,1,"",1
"Process","GO:0009247","Glycolipid biosynthetic process",8,0,1.4,1,"",1
"Process","GO:0009306","Protein secretion",8,0,1.4,1,"",1
"Process","GO:0009311","Oligosaccharide metabolic process",8,0,1.4,1,"",1
"Process","GO:0009312","Oligosaccharide biosynthetic process",8,0,1.4,1,"",1
"Process","GO:0009432","SOS response",7,0,1.2,1,"",1
"Process","GO:0009435","NAD biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0009605","Response to external stimulus",13,0,2.3,1,"",1
"Process","GO:0009890","Negative regulation of biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0009991","Response to extracellular stimulus",7,0,1.2,1,"",1
"Process","GO:0010558","Negative regulation of macromolecule biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0010605","Negative regulation of macromolecule metabolic process",6,0,1.1,1,"",1
"Process","GO:0010629","Negative regulation of gene expression",4,0,0.7,1,"",1
"Process","GO:0015711","Organic anion transport",4,0,0.7,1,"",1
"Process","GO:0015936","Coenzyme A metabolic process",4,0,0.7,1,"",1
"Process","GO:0015937","Coenzyme A biosynthetic process",4,0,0.7,1,"",1
"Process","GO:0015939","Pantothenate metabolic process",3,0,0.5,1,"",1
"Process","GO:0015980","Energy derivation by oxidation of organic compounds",23,0,4.1,1,"",1
"Process","GO:0015986","Proton motive force-driven ATP synthesis",10,0,1.8,1,"",1
"Process","GO:0016054","Organic acid catabolic process",6,0,1.1,1,"",1
"Process","GO:0016071","mRNA metabolic process",3,0,0.5,1,"",1
"Process","GO:0016114","Terpenoid biosynthetic process",5,0,0.9,1,"",1
"Process","GO:0019288","Isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",4,0,0.7,1,"",1
"Process","GO:0019359","Nicotinamide nucleotide biosynthetic process",4,0,0.7,1,"",1
"Process","GO:0019362","Pyridine nucleotide metabolic process",4,0,0.7,1,"",1
"Process","GO:0019363","Pyridine nucleotide biosynthetic process",4,0,0.7,1,"",1
"Process","GO:0019682","glyceraldehyde-3-phosphate metabolic process",4,0,0.7,1,"",1
"Process","GO:0019856","Pyrimidine nucleobase biosynthetic process",5,0,0.9,1,"",1
"Process","GO:0019954","Asexual reproduction",3,0,0.5,1,"",1
"Process","GO:0022414","Reproductive process",3,0,0.5,1,"",1
"Process","GO:0022904","Respiratory electron transport chain",7,0,1.2,1,"",1
"Process","GO:0030031","Cell projection assembly",6,0,1.1,1,"",1
"Process","GO:0030162","Regulation of proteolysis",3,0,0.5,1,"",1
"Process","GO:0031327","Negative regulation of cellular biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0031554","Regulation of DNA-templated transcription, termination",3,0,0.5,1,"",1
"Process","GO:0031564","Transcription antitermination",3,0,0.5,1,"",1
"Process","GO:0031668","Cellular response to extracellular stimulus",7,0,1.2,1,"",1
"Process","GO:0032505","Reproduction of a single-celled organism",3,0,0.5,1,"",1
"Process","GO:0032940","Secretion by cell",8,0,1.4,1,"",1
"Process","GO:0034308","Primary alcohol metabolic process",5,0,0.9,1,"",1
"Process","GO:0034309","Primary alcohol biosynthetic process",4,0,0.7,1,"",1
"Process","GO:0035592","Establishment of protein localization to extracellular region",8,0,1.4,1,"",1
"Process","GO:0040011","Locomotion",4,0,0.7,1,"",1
"Process","GO:0042255","Ribosome assembly",3,0,0.5,1,"",1
"Process","GO:0042330","Taxis",4,0,0.7,1,"",1
"Process","GO:0042357","Thiamine diphosphate metabolic process",4,0,0.7,1,"",1
"Process","GO:0042723","Thiamine-containing compound metabolic process",5,0,0.9,1,"",1
"Process","GO:0042724","Thiamine-containing compound biosynthetic process",5,0,0.9,1,"",1
"Process","GO:0042773","ATP synthesis coupled electron transport",5,0,0.9,1,"",1
"Process","GO:0042816","Vitamin B6 metabolic process",3,0,0.5,1,"",1
"Process","GO:0042819","Vitamin B6 biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0043093","FtsZ-dependent cytokinesis",3,0,0.5,1,"",1
"Process","GO:0043163","Cell envelope organization",4,0,0.7,1,"",1
"Process","GO:0043165","Gram-negative-bacterium-type cell outer membrane assembly",4,0,0.7,1,"",1
"Process","GO:0043244","Regulation of protein-containing complex disassembly",4,0,0.7,1,"",1
"Process","GO:0043952","Protein transport by the Sec complex",3,0,0.5,1,"",1
"Process","GO:0044091","Membrane biogenesis",4,0,0.7,1,"",1
"Process","GO:0044205","De novo UMP biosynthetic process",6,0,1.1,1,"",1
"Process","GO:0044282","Small molecule catabolic process",8,0,1.4,1,"",1
"Process","GO:0044780","Bacterial-type flagellum assembly",6,0,1.1,1,"",1
"Process","GO:0045333","Cellular respiration",23,0,4.1,1,"",1
"Process","GO:0046033","AMP metabolic process",3,0,0.5,1,"",1
"Process","GO:0046049","UMP metabolic process",6,0,1.1,1,"",1
"Process","GO:0046112","Nucleobase biosynthetic process",7,0,1.2,1,"",1
"Process","GO:0046165","Alcohol biosynthetic process",4,0,0.7,1,"",1
"Process","GO:0046395","Carboxylic acid catabolic process",6,0,1.1,1,"",1
"Process","GO:0046434","Organophosphate catabolic process",4,0,0.7,1,"",1
"Process","GO:0046467","Membrane lipid biosynthetic process",8,0,1.4,1,"",1
"Process","GO:0046490","Isopentenyl diphosphate metabolic process",4,0,0.7,1,"",1
"Process","GO:0046493","Lipid A metabolic process",7,0,1.2,1,"",1
"Process","GO:0046496","Nicotinamide nucleotide metabolic process",4,0,0.7,1,"",1
"Process","GO:0046653","Tetrahydrofolate metabolic process",5,0,0.9,1,"",1
"Process","GO:0046654","Tetrahydrofolate biosynthetic process",3,0,0.5,1,"",1
"Process","GO:0046677","Response to antibiotic",3,0,0.5,1,"",1
"Process","GO:0046903","Secretion",8,0,1.4,1,"",1
"Process","GO:0046907","Intracellular transport",7,0,1.2,1,"",1
"Process","GO:0046940","Nucleoside monophosphate phosphorylation",5,0,0.9,1,"",1
"Process","GO:0048870","Cell motility",12,0,2.1,1,"",1
"Process","GO:0051128","Regulation of cellular component organization",5,0,0.9,1,"",1
"Process","GO:0051172","Negative regulation of nitrogen compound metabolic process",4,0,0.7,1,"",1
"Process","GO:0051248","Negative regulation of protein metabolic process",3,0,0.5,1,"",1
"Process","GO:0051604","Protein maturation",4,0,0.7,1,"",1
"Process","GO:0051649","Establishment of localization in cell",7,0,1.2,1,"",1
"Process","GO:0051668","Localization within membrane",5,0,0.9,1,"",1
"Process","GO:0061024","Membrane organization",4,0,0.7,1,"",1
"Process","GO:0065002","Intracellular protein transmembrane transport",4,0,0.7,1,"",1
"Process","GO:0070525","tRNA threonylcarbamoyladenosine metabolic process",3,0,0.5,1,"",1
"Process","GO:0070925","Organelle assembly",9,0,1.6,1,"",1
"Process","GO:0071496","Cellular response to external stimulus",7,0,1.2,1,"",1
"Process","GO:0071692","Protein localization to extracellular region",8,0,1.4,1,"",1
"Process","GO:0071709","Membrane assembly",4,0,0.7,1,"",1
"Process","GO:0071806","Protein transmembrane transport",6,0,1.1,1,"",1
"Process","GO:0071973","Bacterial-type flagellum-dependent cell motility",11,0,1.9,1,"",1
"Process","GO:0072524","Pyridine-containing compound metabolic process",7,0,1.2,1,"",1
"Process","GO:0072525","Pyridine-containing compound biosynthetic process",7,0,1.2,1,"",1
"Process","GO:0072657","Protein localization to membrane",5,0,0.9,1,"",1
"Process","GO:0090150","Establishment of protein localization to membrane",5,0,0.9,1,"",1
"Process","GO:0097588","Archaeal or bacterial-type flagellum-dependent cell motility",12,0,2.1,1,"",1
"Process","GO:0098656","Anion transmembrane transport",7,0,1.2,1,"",1
"Process","GO:0098661","Inorganic anion transmembrane transport",3,0,0.5,1,"",1
"Process","GO:0106074","aminoacyl-tRNA metabolism involved in translational fidelity",3,0,0.5,1,"",1
"Process","GO:0140352","Export from cell",8,0,1.4,1,"",1
"Process","GO:0140694","Non-membrane-bounded organelle assembly",9,0,1.6,1,"",1
"Process","GO:1901269","Lipooligosaccharide metabolic process",7,0,1.2,1,"",1
"Process","GO:1901271","Lipooligosaccharide biosynthetic process",7,0,1.2,1,"",1
"Process","GO:1901606","Alpha-amino acid catabolic process",5,0,0.9,1,"",1
"Process","GO:1901615","Organic hydroxy compound metabolic process",12,0,2.1,1,"",1
"Process","GO:1901617","Organic hydroxy compound biosynthetic process",7,0,1.2,1,"",1
"Process","GO:1902600","Proton transmembrane transport",14,0,2.5,1,"",1
"Process","GO:1903825","Organic acid transmembrane transport",4,0,0.7,1,"",1
"Process","GO:1905039","Carboxylic acid transmembrane transport",4,0,0.7,1,"",1
"Process","GO:2001293","malonyl-CoA metabolic process",3,0,0.5,1,"",1
"Process","GO:2001295","malonyl-CoA biosynthetic process",3,0,0.5,1,"",1
"Component","GO:0005576","Extracellular region",5,0,0.9,1,"",1
"Component","GO:0005829","Cytosol",7,0,1.2,1,"",1
"Component","GO:0009288","Bacterial-type flagellum",19,0,3.4,1,"",1
"Component","GO:0009317","acetyl-CoA carboxylase complex",3,0,0.5,1,"",1
"Component","GO:0009380","Excinuclease repair complex",3,0,0.5,1,"",1
"Component","GO:0009425","Bacterial-type flagellum basal body",16,0,2.8,1,"",1
"Component","GO:0009426","Bacterial-type flagellum basal body, distal rod",3,0,0.5,1,"",1
"Component","GO:0009986","Cell surface",4,0,0.7,1,"",1
"Component","GO:0016469","Proton-transporting two-sector ATPase complex",9,0,1.6,1,"",1
"Component","GO:0030288","Outer membrane-bounded periplasmic space",3,0,0.5,1,"",1
"Component","GO:0030694","Bacterial-type flagellum basal body, rod",5,0,0.9,1,"",1
"Component","GO:0032153","Cell division site",3,0,0.5,1,"",1
"Component","GO:0033177","Proton-transporting two-sector ATPase complex, proton-transporting domain",4,0,0.7,1,"",1
"Component","GO:0033178","Proton-transporting two-sector ATPase complex, catalytic domain",5,0,0.9,1,"",1
"Component","GO:0042995","Cell projection",19,0,3.4,1,"",1
"Component","GO:0043190","ATP-binding cassette (ABC) transporter complex",12,0,2.1,1,"",1
"Component","GO:0045259","Proton-transporting ATP synthase complex",9,0,1.6,1,"",1
"Component","GO:0045261","Proton-transporting ATP synthase complex, catalytic core F(1)",5,0,0.9,1,"",1
"Component","GO:0045263","Proton-transporting ATP synthase complex, coupling factor F(o)",4,0,0.7,1,"",1
"Component","GO:0070469","Respirasome",5,0,0.9,1,"",1
"Component","GO:0098533","ATPase dependent transmembrane transport complex",12,0,2.1,1,"",1
"Component","GO:0098796","Membrane protein complex",24,0,4.2,1,"",1
"Component","GO:0098797","Plasma membrane protein complex",12,0,2.1,1,"",1
"Component","GO:1902495","Transmembrane transporter complex",13,0,2.3,1,"",1
"Component","GO:1905347","Endodeoxyribonuclease complex",3,0,0.5,1,"",1
"Component","GO:1990351","Transporter complex",13,0,2.3,1,"",1
"Component","GO:1990391","DNA repair complex",4,0,0.7,1,"",1
"Function","GO:0000104","Succinate dehydrogenase activity",4,0,0.7,1,"",1
"Function","GO:0002161","aminoacyl-tRNA editing activity",3,0,0.5,1,"",1
"Function","GO:0003684","Damaged DNA binding",5,0,0.9,1,"",1
"Function","GO:0003690","Double-stranded DNA binding",3,0,0.5,1,"",1
"Function","GO:0003697","Single-stranded DNA binding",4,0,0.7,1,"",1
"Function","GO:0003743","Translation initiation factor activity",3,0,0.5,1,"",1
"Function","GO:0003747","Translation release factor activity",3,0,0.5,1,"",1
"Function","GO:0003774","Cytoskeletal motor activity",6,0,1.1,1,"",1
"Function","GO:0003916","DNA topoisomerase activity",5,0,0.9,1,"",1
"Function","GO:0003918","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",4,0,0.7,1,"",1
"Function","GO:0003924","GTPase activity",14,0,2.5,1,"",1
"Function","GO:0003954","NADH dehydrogenase activity",12,0,2.1,1,"",1
"Function","GO:0003955","NAD(P)H dehydrogenase (quinone) activity",12,0,2.1,1,"",1
"Function","GO:0003989","acetyl-CoA carboxylase activity",4,0,0.7,1,"",1
"Function","GO:0004129","Cytochrome-c oxidase activity",3,0,0.5,1,"",1
"Function","GO:0004177","Aminopeptidase activity",5,0,0.9,1,"",1
"Function","GO:0004180","Carboxypeptidase activity",4,0,0.7,1,"",1
"Function","GO:0004185","Serine-type carboxypeptidase activity",4,0,0.7,1,"",1
"Function","GO:0004520","Endodeoxyribonuclease activity",4,0,0.7,1,"",1
"Function","GO:0004553","Hydrolase activity, hydrolyzing O-glycosyl compounds",3,0,0.5,1,"",1
"Function","GO:0004601","Peroxidase activity",3,0,0.5,1,"",1
"Function","GO:0004642","Phosphoribosylformylglycinamidine synthase activity",3,0,0.5,1,"",1
"Function","GO:0005216","Ion channel activity",12,0,2.1,1,"",1
"Function","GO:0005261","Cation channel activity",10,0,1.8,1,"",1
"Function","GO:0005315","Inorganic phosphate transmembrane transporter activity",3,0,0.5,1,"",1
"Function","GO:0005342","Organic acid transmembrane transporter activity",4,0,0.7,1,"",1
"Function","GO:0005506","Iron ion binding",6,0,1.1,1,"",1
"Function","GO:0008079","Translation termination factor activity",3,0,0.5,1,"",1
"Function","GO:0008080","N-acetyltransferase activity",5,0,0.9,1,"",1
"Function","GO:0008137","NADH dehydrogenase (ubiquinone) activity",9,0,1.6,1,"",1
"Function","GO:0008186","ATP-dependent activity, acting on RNA",3,0,0.5,1,"",1
"Function","GO:0008235","Metalloexopeptidase activity",3,0,0.5,1,"",1
"Function","GO:0008238","Exopeptidase activity",9,0,1.6,1,"",1
"Function","GO:0008276","Protein methyltransferase activity",4,0,0.7,1,"",1
"Function","GO:0008320","Protein transmembrane transporter activity",4,0,0.7,1,"",1
"Function","GO:0008509","Anion transmembrane transporter activity",5,0,0.9,1,"",1
"Function","GO:0008514","Organic anion transmembrane transporter activity",3,0,0.5,1,"",1
"Function","GO:0008933","Lytic transglycosylase activity",3,0,0.5,1,"",1
"Function","GO:0009002","Serine-type D-Ala-D-Ala carboxypeptidase activity",3,0,0.5,1,"",1
"Function","GO:0009381","Excinuclease ABC activity",3,0,0.5,1,"",1
"Function","GO:0009678","Pyrophosphate hydrolysis-driven proton transmembrane transporter activity",3,0,0.5,1,"",1
"Function","GO:0010181","FMN binding",6,0,1.1,1,"",1
"Function","GO:0015078","Proton transmembrane transporter activity",13,0,2.3,1,"",1
"Function","GO:0015171","Amino acid transmembrane transporter activity",3,0,0.5,1,"",1
"Function","GO:0015252","Proton channel activity",10,0,1.8,1,"",1
"Function","GO:0015267","Channel activity",13,0,2.3,1,"",1
"Function","GO:0015293","Symporter activity",3,0,0.5,1,"",1
"Function","GO:0015424","ABC-type amino acid transporter activity",3,0,0.5,1,"",1
"Function","GO:0015450","Protein-transporting ATPase activity",3,0,0.5,1,"",1
"Function","GO:0015453","Oxidoreduction-driven active transmembrane transporter activity",13,0,2.3,1,"",1
"Function","GO:0016149","Translation release factor activity, codon specific",3,0,0.5,1,"",1
"Function","GO:0016410","N-acyltransferase activity",8,0,1.4,1,"",1
"Function","GO:0016421","CoA carboxylase activity",4,0,0.7,1,"",1
"Function","GO:0016433","rRNA (adenine) methyltransferase activity",3,0,0.5,1,"",1
"Function","GO:0016635","Oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor",3,0,0.5,1,"",1
"Function","GO:0016638","Oxidoreductase activity, acting on the CH-NH2 group of donors",4,0,0.7,1,"",1
"Function","GO:0016645","Oxidoreductase activity, acting on the CH-NH group of donors",6,0,1.1,1,"",1
"Function","GO:0016646","Oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",5,0,0.9,1,"",1
"Function","GO:0016655","Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",13,0,2.3,1,"",1
"Function","GO:0016675","Oxidoreductase activity, acting on a heme group of donors",4,0,0.7,1,"",1
"Function","GO:0016684","Oxidoreductase activity, acting on peroxide as acceptor",3,0,0.5,1,"",1
"Function","GO:0016725","Oxidoreductase activity, acting on CH or CH2 groups",5,0,0.9,1,"",1
"Function","GO:0016742","Hydroxymethyl-, formyl- and related transferase activity",6,0,1.1,1,"",1
"Function","GO:0016743","Carboxyl- or carbamoyltransferase activity",4,0,0.7,1,"",1
"Function","GO:0016763","Pentosyltransferase activity",7,0,1.2,1,"",1
"Function","GO:0016776","Phosphotransferase activity, phosphate group as acceptor",8,0,1.4,1,"",1
"Function","GO:0016780","Phosphotransferase activity, for other substituted phosphate groups",5,0,0.9,1,"",1
"Function","GO:0016782","Transferase activity, transferring sulphur-containing groups",8,0,1.4,1,"",1
"Function","GO:0016783","Sulfurtransferase activity",6,0,1.1,1,"",1
"Function","GO:0016798","Hydrolase activity, acting on glycosyl bonds",10,0,1.8,1,"",1
"Function","GO:0016799","Hydrolase activity, hydrolyzing N-glycosyl compounds",7,0,1.2,1,"",1
"Function","GO:0016878","Acid-thiol ligase activity",3,0,0.5,1,"",1
"Function","GO:0016884","Carbon-nitrogen ligase activity, with glutamine as amido-N-donor",10,0,1.8,1,"",1
"Function","GO:0016885","Ligase activity, forming carbon-carbon bonds",4,0,0.7,1,"",1
"Function","GO:0019104","DNA N-glycosylase activity",6,0,1.1,1,"",1
"Function","GO:0019205","Nucleobase-containing compound kinase activity",6,0,1.1,1,"",1
"Function","GO:0019238","Cyclohydrolase activity",3,0,0.5,1,"",1
"Function","GO:0019829","ATPase-coupled cation transmembrane transporter activity",3,0,0.5,1,"",1
"Function","GO:0022803","Passive transmembrane transporter activity",13,0,2.3,1,"",1
"Function","GO:0022853","Active ion transmembrane transporter activity",12,0,2.1,1,"",1
"Function","GO:0033218","Amide binding",3,0,0.5,1,"",1
"Function","GO:0033283","ATPase-coupled organic acid transmembrane transporter activity",3,0,0.5,1,"",1
"Function","GO:0033284","ATPase-coupled carboxylic acid transmembrane transporter activity",3,0,0.5,1,"",1
"Function","GO:0042578","Phosphoric ester hydrolase activity",4,0,0.7,1,"",1
"Function","GO:0042625","ATPase-coupled ion transmembrane transporter activity",3,0,0.5,1,"",1
"Function","GO:0043177","Organic acid binding",4,0,0.7,1,"",1
"Function","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",3,0,0.5,1,"",1
"Function","GO:0046933","Proton-transporting ATP synthase activity, rotational mechanism",10,0,1.8,1,"",1
"Function","GO:0046943","Carboxylic acid transmembrane transporter activity",4,0,0.7,1,"",1
"Function","GO:0046961","Proton-transporting ATPase activity, rotational mechanism",3,0,0.5,1,"",1
"Function","GO:0048038","Quinone binding",12,0,2.1,1,"",1
"Function","GO:0050136","NADH dehydrogenase (quinone) activity",12,0,2.1,1,"",1
"Function","GO:0050145","Nucleoside monophosphate kinase activity",5,0,0.9,1,"",1
"Function","GO:0050567","glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity",3,0,0.5,1,"",1
"Function","GO:0051539","4 iron, 4 sulfur cluster binding",21,0,3.7,1,"",1
"Function","GO:0052689","Carboxylic ester hydrolase activity",4,0,0.7,1,"",1
"Function","GO:0070006","Metalloaminopeptidase activity",3,0,0.5,1,"",1
"Function","GO:0070008","Serine-type exopeptidase activity",4,0,0.7,1,"",1
"Function","GO:0070566","Adenylyltransferase activity",4,0,0.7,1,"",1
"Function","GO:0097573","Glutathione oxidoreductase activity",3,0,0.5,1,"",1
"Function","GO:0140104","Molecular carrier activity",3,0,0.5,1,"",1
"Function","GO:0140318","Protein transporter activity",4,0,0.7,1,"",1
"Function","GO:0140612","DNA damage sensor activity",4,0,0.7,1,"",1
"Function","GO:0140664","ATP-dependent DNA damage sensor activity",4,0,0.7,1,"",1
"Function","GO:1901681","Sulfur compound binding",5,0,0.9,1,"",1
"Keyword","KW-0001","2Fe-2S",4,0,0.7,1,"",1
"Keyword","KW-0004","4Fe-4S",16,0,2.8,1,"",1
"Keyword","KW-0031","Aminopeptidase",3,0,0.5,1,"",1
"Keyword","KW-0055","Arginine biosynthesis",8,0,1.4,1,"",1
"Keyword","KW-0066","ATP synthesis",9,0,1.6,1,"",1
"Keyword","KW-0138","CF(0)",4,0,0.7,1,"",1
"Keyword","KW-0139","CF(1)",5,0,0.9,1,"",1
"Keyword","KW-0159","Chromosome partition",3,0,0.5,1,"",1
"Keyword","KW-0170","Cobalt",4,0,0.7,1,"",1
"Keyword","KW-0173","Coenzyme A biosynthesis",3,0,0.5,1,"",1
"Keyword","KW-0210","Decarboxylase",5,0,0.9,1,"",1
"Keyword","KW-0227","DNA damage",23,0,4.1,1,"",1
"Keyword","KW-0228","DNA excision",3,0,0.5,1,"",1
"Keyword","KW-0234","DNA repair",22,0,3.9,1,"",1
"Keyword","KW-0249","Electron transport",7,0,1.2,1,"",1
"Keyword","KW-0267","Excision nuclease",3,0,0.5,1,"",1
"Keyword","KW-0282","Flagellum",26,0,4.6,1,"",1
"Keyword","KW-0326","Glycosidase",6,0,1.1,1,"",1
"Keyword","KW-0375","Hydrogen ion transport",10,0,1.8,1,"",1
"Keyword","KW-0396","Initiation factor",3,0,0.5,1,"",1
"Keyword","KW-0411","Iron-sulfur",20,0,3.5,1,"",1
"Keyword","KW-0414","Isoprene biosynthesis",5,0,0.9,1,"",1
"Keyword","KW-0441","Lipid A biosynthesis",6,0,1.1,1,"",1
"Keyword","KW-0464","Manganese",10,0,1.8,1,"",1
"Keyword","KW-0488","Methylation",5,0,0.9,1,"",1
"Keyword","KW-0511","Multifunctional enzyme",7,0,1.2,1,"",1
"Keyword","KW-0554","One-carbon metabolism",4,0,0.7,1,"",1
"Keyword","KW-0594","Phospholipid biosynthesis",6,0,1.1,1,"",1
"Keyword","KW-0653","Protein transport",15,0,2.7,1,"",1
"Keyword","KW-0664","Pyridoxine biosynthesis",3,0,0.5,1,"",1
"Keyword","KW-0678","Repressor",5,0,0.9,1,"",1
"Keyword","KW-0697","Rotamase",4,0,0.7,1,"",1
"Keyword","KW-0742","SOS response",7,0,1.2,1,"",1
"Keyword","KW-0784","Thiamine biosynthesis",3,0,0.5,1,"",1
"Keyword","KW-0799","Topoisomerase",5,0,0.9,1,"",1
"Keyword","KW-0806","Transcription termination",3,0,0.5,1,"",1
"Keyword","KW-0811","Translocation",7,0,1.2,1,"",1
"Keyword","KW-0816","Tricarboxylic acid cycle",8,0,1.4,1,"",1
"Keyword","KW-0820","tRNA-binding",12,0,2.1,1,"",1
"Keyword","KW-0874","Quinone",11,0,1.9,1,"",1
"Keyword","KW-0889","Transcription antitermination",3,0,0.5,1,"",1
"Keyword","KW-0964","Secreted",4,0,0.7,1,"",1
"Keyword","KW-0966","Cell projection",26,0,4.6,1,"",1
"Keyword","KW-0969","Cilium",26,0,4.6,1,"",1
"Keyword","KW-0975","Bacterial flagellum",14,0,2.5,1,"",1
"Keyword","KW-1005","Bacterial flagellum biogenesis",4,0,0.7,1,"",1
"Keyword","KW-1006","Bacterial flagellum protein export",3,0,0.5,1,"",1
"Keyword","KW-1015","Disulfide bond",6,0,1.1,1,"",1
"Keyword","KW-1208","Phospholipid metabolism",6,0,1.1,1,"",1
"KEGG","bbk00500","Starch and sucrose metabolism",3,0,0.5,1,"",1
"KEGG","bbk00561","Glycerolipid metabolism",4,0,0.7,1,"",1
"KEGG","bbk00650","Butanoate metabolism",4,0,0.7,1,"",1
"KEGG","bbk00730","Thiamine metabolism",10,0,1.8,1,"",1
"KEGG","bbk00760","Nicotinate and nicotinamide metabolism",5,0,0.9,1,"",1
