"categoria","termino","descripcion","genes_universo","genes_conjunto","esperados","p","genes","q"
"Function","GO:0004527","Exonuclease activity",16,2,2.8,0.804451861636215,"RS01920;dnaN",1
"Function","GO:0005488","Binding",475,79,83.9,0.805246457948123,"RS00300;RS00365;RS00470;RS00520;RS00690;RS00805;RS01015;RS01325;RS01330;RS01395;RS01600;RS01625;RS01645;RS01690;RS01900;RS01980;RS02030;RS02060;RS02365;RS02455;RS02550;RS02970;RS03030;RS03090;RS03095;RS03655;RS04045;RS04315;RS04605;RS04775;RS04785;RS04825;RS05180;RS05340;RS05370;RS05905;RS06015;RS06030;RS06055;RS06075;RS06130;RS06475;RS06670;RS06685;alr;ccmA;clpB;cysS;def;dnaJ;dnaK;dnaN;efp;gltX;greA;groES;groL;grpE;guaB;htpX;ilvC;lon;lpdA;murD;ribB;rimM;rnpA;rplF;rplN;rplX;rpoH;rpoZ;rpsO;serS;smpB;tsf;yacG;ybeY;yihA",1
"Process","GO:0009123","Nucleoside monophosphate metabolic process",30,4,5.3,0.805589704371573,"RS01015;RS04480;guaB;purE",1
"Process","GO:1901566","Organonitrogen compound biosynthetic process",232,37,41,0.806624817101165,"RS01015;RS01315;RS01425;RS02550;RS02575;RS02580;RS03030;RS04480;RS04605;RS04825;RS05290;RS05340;alr;aroC;cysS;dapA;dapF;def;efp;frr;gltX;guaB;ilvC;murA;murD;pdhA;purE;ribB;rplF;rplN;rplX;rpmH;rpsB;rpsO;serS;smpB;tsf",1
"Function","GO:0016491","Oxidoreductase activity",94,14,16.6,0.80858278564906,"RS00470;RS02575;RS03030;RS05030;RS05340;RS06015;fabI;fabI;guaB;ilvC;lpdA;pdhA;trhO;trxB",1
"Process","GO:0006950","Response to stress",37,5,6.5,0.811762614177958,"clpB;dnaJ;lon;rpoH;trxB",1
"Function","GO:0140101","Catalytic activity, acting on a tRNA",37,5,6.5,0.811762614177958,"cysS;gltX;rnpA;serS;trmD",1
"Process","GO:0009156","Ribonucleoside monophosphate biosynthetic process",24,3,4.2,0.825487688204385,"RS01015;guaB;purE",1
"Keyword","KW-0443","Lipid metabolism",24,3,4.2,0.825487688204385,"fabA;fabI;fabI",1
"Keyword","KW-0444","Lipid biosynthesis",24,3,4.2,0.825487688204385,"fabA;fabI;fabI",1
"InterPro","IPR014729","Rossmann-like alpha/beta/alpha sandwich fold",24,3,4.2,0.825487688204385,"RS05030;cysS;gltX",1
"Process","GO:0009218","Pyrimidine ribonucleotide metabolic process",9,1,1.6,0.82738275117289,"RS02550",1
"Process","GO:0009220","Pyrimidine ribonucleotide biosynthetic process",9,1,1.6,0.82738275117289,"RS02550",1
"Process","GO:0015849","Organic acid transport",9,1,1.6,0.82738275117289,"RS05835",1
"Process","GO:0017004","Cytochrome complex assembly",9,1,1.6,0.82738275117289,"ccmA",1
"Process","GO:0031167","rRNA methylation",9,1,1.6,0.82738275117289,"rsmH",1
"Function","GO:0003700","DNA-binding transcription factor activity",9,1,1.6,0.82738275117289,"rpoH",1
"Function","GO:0004252","Serine-type endopeptidase activity",9,1,1.6,0.82738275117289,"lon",1
"Function","GO:0004536","Deoxyribonuclease activity",9,1,1.6,0.82738275117289,"RS01920",1
"Function","GO:0016769","Transferase activity, transferring nitrogenous groups",9,1,1.6,0.82738275117289,"RS01315",1
"Function","GO:0140110","Transcription regulator activity",9,1,1.6,0.82738275117289,"rpoH",1
"Function","GO:0140359","ABC-type transporter activity",9,1,1.6,0.82738275117289,"ccmA",1
"Keyword","KW-0328","Glycosyltransferase",9,1,1.6,0.82738275117289,"RS04745",1
"Keyword","KW-0665","Pyrimidine biosynthesis",9,1,1.6,0.82738275117289,"RS02550",1
"KEGG","bbk00520","Amino sugar and nucleotide sugar metabolism",9,1,1.6,0.82738275117289,"murA",1
"KEGG","bbk00564","Glycerophospholipid metabolism",9,1,1.6,0.82738275117289,"RS02820",1
"KEGG","bbk00640","Propanoate metabolism",9,1,1.6,0.82738275117289,"lpdA",1
"KEGG","bbk00670","One carbon pool by folate",9,1,1.6,0.82738275117289,"RS04480",1
"InterPro","IPR001412","Aminoacyl-tRNA synthetase, class I, conserved site",9,1,1.6,0.82738275117289,"gltX",1
"InterPro","IPR009000","Translation protein, beta-barrel domain superfamily",9,1,1.6,0.82738275117289,"rimM",1
"Function","GO:0016788","Hydrolase activity, acting on ester bonds",38,5,6.7,0.830446628605936,"RS01920;dnaN;rnpA;ruvX;ybeY",1
"Keyword","KW-0699","rRNA-binding",38,5,6.7,0.830446628605936,"RS04825;rplF;rplN;rplX;rpsO",1
"Component","GO:0030313","Cell envelope",17,2,3,0.831560481959374,"RS00640;RS02220",1
"Component","GO:0031226","Intrinsic component of plasma membrane",17,2,3,0.831560481959374,"lptC;tolQ",1
"Component","GO:0031975","Envelope",17,2,3,0.831560481959374,"RS00640;RS02220",1
"Function","GO:0003824","Catalytic activity",543,90,95.9,0.844088426599018,"RS00365;RS00470;RS00690;RS00695;RS01015;RS01050;RS01315;RS01325;RS01395;RS01425;RS01600;RS01645;RS01920;RS01980;RS01985;RS02065;RS02110;RS02255;RS02365;RS02455;RS02535;RS02550;RS02575;RS02580;RS02785;RS02820;RS03030;RS04045;RS04405;RS04480;RS04510;RS04590;RS04605;RS04745;RS05030;RS05100;RS05110;RS05290;RS05330;RS05340;RS05370;RS05695;RS05850;RS05890;RS05905;RS05995;RS06015;RS06020;RS06130;RS06480;RS06680;RS06685;alr;aroC;clpB;cysS;dapA;dapF;def;dnaN;fabA;fabB;fabI;fabI;fsa;gltX;groL;guaB;htpX;ilvC;lon;lpdA;murA;murD;pdhA;purE;ribB;rnpA;rpoZ;rsmH;ruvX;serS;tldD;tpiA;trhO;trmD;trxB;ubiC;ubiG;ybeY",1
"Process","GO:0009161","Ribonucleoside monophosphate metabolic process",25,3,4.4,0.846666552692917,"RS01015;guaB;purE",1
"KEGG","bbk00970","Aminoacyl-tRNA biosynthesis",25,3,4.4,0.846666552692917,"cysS;gltX;serS",1
"Function","GO:0016787","Hydrolase activity",159,24,28.1,0.849166164390956,"RS01050;RS01600;RS01920;RS01980;RS01985;RS02365;RS02550;RS04405;RS05330;RS05370;RS05695;RS05850;RS05890;RS05905;clpB;def;dnaN;htpX;lon;ribB;rnpA;ruvX;tldD;ybeY",1
"Component","GO:0110165","Cellular anatomical entity",561,93,99.1,0.850688611711089,"RS00005;RS00190;RS00490;RS00640;RS00690;RS00805;RS00885;RS01050;RS01295;RS01790;RS01920;RS02040;RS02065;RS02110;RS02220;RS02355;RS02365;RS02535;RS02580;RS02670;RS02680;RS02820;RS03030;RS03155;RS04045;RS04140;RS04185;RS04310;RS04315;RS04480;RS04515;RS04590;RS04605;RS04630;RS04690;RS04775;RS04825;RS05020;RS05385;RS05535;RS05835;RS06015;RS06020;RS06030;RS06470;RS06480;RS06670;RS06675;RS06685;clpB;cysS;dapA;dapF;dnaJ;dnaN;efp;fabA;frr;fsa;gltX;groES;groL;grpE;htpX;lon;lptC;murA;murD;nhaA;pdhA;phoU;rimM;rimP;rplF;rplN;rplX;rpmH;rpoH;rpsB;rpsO;rsmH;ruvX;serS;smpB;tolB;tolQ;tpiA;trmD;trxB;tsf;ubiC;ubiG;ybeY",1
"Function","GO:0016757","Glycosyltransferase activity",18,2,3.2,0.855248120312106,"RS04590;RS04745",1
"Process","GO:0006820","Anion transport",10,1,1.8,0.858129223161082,"phoU",1
"Process","GO:0030030","Cell projection organization",10,1,1.8,0.858129223161082,"RS04185",1
"Process","GO:0044781","Bacterial-type flagellum organization",10,1,1.8,0.858129223161082,"RS04185",1
"Function","GO:0015036","Disulfide oxidoreductase activity",10,1,1.8,0.858129223161082,"trxB",1
"Keyword","KW-0269","Exonuclease",10,1,1.8,0.858129223161082,"RS01920",1
"KEGG","bbk00770","Pantothenate and CoA biosynthesis",10,1,1.8,0.858129223161082,"ilvC",1
"Function","GO:0140640","Catalytic activity, acting on a nucleic acid",111,16,19.6,0.860633683690218,"RS01325;RS01395;RS01920;RS02365;RS02455;RS04045;RS06685;cysS;dnaN;gltX;rnpA;rpoZ;rsmH;serS;trmD;ybeY",1
"Process","GO:0006259","DNA metabolic process",60,8,10.6,0.861495664298846,"RS01325;RS01920;RS02365;RS02455;RS03090;RS06670;dnaJ;dnaN",1
"Process","GO:0006812","Cation transport",33,4,5.8,0.86266240506968,"RS02220;RS05395;ccmA;nhaA",1
"Process","GO:1901137","Carbohydrate derivative biosynthetic process",86,12,15.2,0.863013467921882,"RS01015;RS02550;RS02575;RS02580;RS04480;RS04605;RS06020;guaB;murA;murD;pdhA;purE",1
"KEGG","bbk01100","Metabolic pathways",269,42,47.5,0.866239238222324,"RS00470;RS00690;RS00695;RS01015;RS01315;RS01425;RS02255;RS02550;RS02575;RS02580;RS02820;RS03030;RS04480;RS04605;RS05100;RS05110;RS05290;RS05340;RS05370;RS05850;RS06020;alr;aroC;dapA;dapF;fabA;fabB;fabI;fabI;fsa;gltX;guaB;ilvC;lpdA;murA;murD;pdhA;purE;ribB;tpiA;ubiC;ubiG",1
"Function","GO:0003735","Structural constituent of ribosome",54,7,9.5,0.869512971433939,"RS04825;rplF;rplN;rplX;rpmH;rpsB;rpsO",1
"KEGG","bbk03010","Ribosome",54,7,9.5,0.869512971433939,"RS04825;rplF;rplN;rplX;rpmH;rpsB;rpsO",1
"Process","GO:0009165","Nucleotide biosynthetic process",61,8,10.8,0.873748900034597,"RS01015;RS02550;RS02575;RS02580;RS04480;guaB;pdhA;purE",1
"Process","GO:1901293","Nucleoside phosphate biosynthetic process",61,8,10.8,0.873748900034597,"RS01015;RS02550;RS02575;RS02580;RS04480;guaB;pdhA;purE",1
"Process","GO:0072528","Pyrimidine-containing compound biosynthetic process",19,2,3.4,0.875870807657003,"RS02550;RS04480",1
"KEGG","bbk03440","Homologous recombination",19,2,3.4,0.875870807657003,"RS02455;dnaN",1
"Function","GO:0019843","rRNA binding",41,5,7.2,0.87765138146679,"RS04825;rplF;rplN;rplX;rpsO",1
"Function","GO:0140657","ATP-dependent activity",55,7,9.7,0.881754537713031,"RS02365;ccmA;clpB;dnaK;groES;groL;lon",1
"Keyword","KW-0689","Ribosomal protein",55,7,9.7,0.881754537713031,"RS04825;rplF;rplN;rplX;rpmH;rpsB;rpsO",1
"Process","GO:1903509","Liposaccharide metabolic process",11,1,1.9,0.88342202228983,"RS06020",1
"Keyword","KW-0347","Helicase",11,1,1.9,0.88342202228983,"RS02365",1
"KEGG","bbk00540","Lipopolysaccharide biosynthesis",11,1,1.9,0.88342202228983,"RS06020",1
"InterPro","IPR045864","Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)",11,1,1.9,0.88342202228983,"serS",1
"Keyword","KW-0687","Ribonucleoprotein",56,7,9.9,0.893032145461481,"RS04825;rplF;rplN;rplX;rpmH;rpsB;rpsO",1
"Process","GO:0009064","Glutamine family amino acid metabolic process",20,2,3.5,0.893766173870369,"RS01425;RS02550",1
"Process","GO:0072527","Pyrimidine-containing compound metabolic process",20,2,3.5,0.893766173870369,"RS02550;RS04480",1
"Function","GO:0009055","Electron transfer activity",20,2,3.5,0.893766173870369,"RS05030;RS06015",1
"Process","GO:0006996","Organelle organization",28,3,4.9,0.897389576704408,"RS02365;RS02670;RS04185",1
"Function","GO:0004386","Helicase activity",12,1,2.1,0.90422443316746,"RS02365",1
"Function","GO:0051287","NAD binding",12,1,2.1,0.90422443316746,"RS05340",1
"KEGG","bbk00220","Arginine biosynthesis",12,1,2.1,0.90422443316746,"RS01425",1
"KEGG","bbk03070","Bacterial secretion system",12,1,2.1,0.90422443316746,"RS03155",1
"Process","GO:0098662","Inorganic cation transmembrane transport",21,2,3.7,0.909248826686546,"ccmA;nhaA",1
"Component","GO:0043228","Non-membrane-bounded organelle",85,11,15,0.913591027270052,"RS02365;RS04825;RS06030;RS06670;rimM;rplF;rplN;rplX;rpmH;rpsB;rpsO",1
"Keyword","KW-0812","Transmembrane",218,32,38.5,0.919674042191018,"RS00005;RS00490;RS00885;RS01295;RS01790;RS02040;RS02065;RS02110;RS02220;RS02355;RS02535;RS02680;RS02820;RS03030;RS04140;RS04185;RS04310;RS04315;RS04515;RS04590;RS04630;RS04690;RS05020;RS05385;RS05835;RS06470;RS06480;RS06675;htpX;lptC;nhaA;tolQ",1
"Process","GO:0009084","Glutamine family amino acid biosynthetic process",13,1,2.3,0.92133031409766,"RS01425",1
"Process","GO:0009201","Ribonucleoside triphosphate biosynthetic process",13,1,2.3,0.92133031409766,"RS02550",1
"Process","GO:0071103","DNA conformation change",13,1,2.3,0.92133031409766,"RS02365",1
"Keyword","KW-0449","Lipoprotein",13,1,2.3,0.92133031409766,"RS00640",1
"Process","GO:0071702","Organic substance transport",52,6,9.2,0.921615321388165,"RS02220;RS05835;ccmA;lptC;tolB;tolQ",1
"Function","GO:0000049","tRNA binding",22,2,3.9,0.922607921865551,"gltX;rnpA",1
"Process","GO:0006811","Ion transport",45,5,8,0.922927748732258,"RS02220;RS05395;ccmA;nhaA;phoU",1
"Function","GO:0140097","Catalytic activity, acting on DNA",45,5,8,0.922927748732258,"RS01325;RS01920;RS02365;RS02455;dnaN",1
"Keyword","KW-0436","Ligase",60,7,10.6,0.929533367989466,"RS01015;RS02550;RS04605;cysS;gltX;murD;serS",1
"Function","GO:0046872","Metal ion binding",146,20,25.8,0.931931134722396,"RS01015;RS01600;RS01980;RS02030;RS02550;RS03030;RS05370;RS05905;RS06015;cysS;def;dnaJ;gltX;guaB;htpX;ilvC;ribB;yacG;ybeY;yihA",1
"Process","GO:0022900","Electron transport chain",23,2,4.1,0.934106300480827,"RS05030;RS06015",1
"Process","GO:0098660","Inorganic ion transmembrane transport",23,2,4.1,0.934106300480827,"ccmA;nhaA",1
"Keyword","KW-1133","Transmembrane helix",215,31,38,0.934268482177503,"RS00005;RS00490;RS00885;RS01295;RS01790;RS02040;RS02065;RS02110;RS02355;RS02535;RS02680;RS02820;RS03030;RS04140;RS04185;RS04310;RS04315;RS04515;RS04590;RS04630;RS04690;RS05020;RS05385;RS05835;RS06470;RS06480;RS06675;htpX;lptC;nhaA;tolQ",1
"Process","GO:0051276","Chromosome organization",14,1,2.5,0.935393769744448,"RS02365",1
"Function","GO:0008236","Serine-type peptidase activity",14,1,2.5,0.935393769744448,"lon",1
"Function","GO:0016651","Oxidoreductase activity, acting on NAD(P)H",14,1,2.5,0.935393769744448,"RS03030",1
"Function","GO:0017171","Serine hydrolase activity",14,1,2.5,0.935393769744448,"lon",1
"Function","GO:0016874","Ligase activity",75,9,13.3,0.93756105133739,"RS01015;RS01425;RS02550;RS04605;RS05995;cysS;gltX;murD;serS",1
"Process","GO:0071705","Nitrogen compound transport",47,5,8.3,0.939469318054573,"RS02220;RS05835;ccmA;tolB;tolQ",1
"InterPro","IPR003593","AAA+ ATPase domain",47,5,8.3,0.939469318054573,"RS01690;RS02365;ccmA;clpB;lon",1
"Function","GO:0043169","Cation binding",148,20,26.1,0.941585708812917,"RS01015;RS01600;RS01980;RS02030;RS02550;RS03030;RS05370;RS05905;RS06015;cysS;def;dnaJ;gltX;guaB;htpX;ilvC;ribB;yacG;ybeY;yihA",1
"Process","GO:0098655","Cation transmembrane transport",24,2,4.2,0.943980719778685,"ccmA;nhaA",1
"Keyword","KW-0406","Ion transport",15,1,2.7,0.946953649272463,"nhaA",1
"KEGG","bbk00250","Alanine, aspartate and glutamate metabolism",15,1,2.7,0.946953649272463,"RS01425",1
"Process","GO:0042221","Response to chemical",16,1,2.8,0.956453768448213,"trxB",1
"Process","GO:0044248","Cellular catabolic process",16,1,2.8,0.956453768448213,"RS01920",1
"Function","GO:0008094","ATP-dependent activity, acting on DNA",16,1,2.8,0.956453768448213,"RS02365",1
"Function","GO:0042626","ATPase-coupled transmembrane transporter activity",16,1,2.8,0.956453768448213,"ccmA",1
"Keyword","KW-0012","Acyltransferase",16,1,2.8,0.956453768448213,"RS02580",1
"InterPro","IPR003439","ABC transporter-like, ATP-binding domain",26,2,4.6,0.959680570528279,"RS01690;ccmA",1
"Keyword","KW-0342","GTP-binding",17,1,3,0.964259598853765,"yihA",1
"Keyword","KW-0479","Metal-binding",115,14,20.3,0.965416937515534,"RS01600;RS02550;RS05905;RS06015;cysS;def;dnaJ;guaB;htpX;ilvC;ribB;yacG;ybeY;yihA",1
"Component","GO:0016021","Integral component of membrane",225,31,39.8,0.967372652109244,"RS00005;RS00490;RS00885;RS01295;RS01790;RS02040;RS02065;RS02110;RS02355;RS02535;RS02680;RS02820;RS03030;RS04140;RS04185;RS04310;RS04315;RS04515;RS04590;RS04630;RS04690;RS05020;RS05385;RS05835;RS06470;RS06480;RS06675;htpX;lptC;nhaA;tolQ",1
"Component","GO:0031224","Intrinsic component of membrane",226,31,39.9,0.969713454544551,"RS00005;RS00490;RS00885;RS01295;RS01790;RS02040;RS02065;RS02110;RS02355;RS02535;RS02680;RS02820;RS03030;RS04140;RS04185;RS04310;RS04315;RS04515;RS04590;RS04630;RS04690;RS05020;RS05385;RS05835;RS06470;RS06480;RS06675;htpX;lptC;nhaA;tolQ",1
"Process","GO:0009110","Vitamin biosynthetic process",18,1,3.2,0.97067203876798,"ribB",1
"Process","GO:0042364","Water-soluble vitamin biosynthetic process",18,1,3.2,0.97067203876798,"ribB",1
"Function","GO:0051536","Iron-sulfur cluster binding",28,2,4.9,0.971126927019931,"RS02970;RS03655",1
"Function","GO:0051540","Metal cluster binding",28,2,4.9,0.971126927019931,"RS02970;RS03655",1
"Function","GO:0016462","Pyrophosphatase activity",45,4,8,0.971232153241662,"RS01050;RS02365;clpB;lon",1
"Function","GO:0016817","Hydrolase activity, acting on acid anhydrides",45,4,8,0.971232153241662,"RS01050;RS02365;clpB;lon",1
"Function","GO:0016818","Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",45,4,8,0.971232153241662,"RS01050;RS02365;clpB;lon",1
"Function","GO:0017111","Nucleoside-triphosphatase activity",37,3,6.5,0.972130572715289,"RS02365;clpB;lon",1
"Process","GO:0006766","Vitamin metabolic process",19,1,3.4,0.975938773829701,"ribB",1
"Process","GO:0006767","Water-soluble vitamin metabolic process",19,1,3.4,0.975938773829701,"ribB",1
"Function","GO:0005525","GTP binding",19,1,3.4,0.975938773829701,"yihA",1
"Function","GO:0019001","Guanyl nucleotide binding",19,1,3.4,0.975938773829701,"yihA",1
"Function","GO:0022890","Inorganic cation transmembrane transporter activity",19,1,3.4,0.975938773829701,"nhaA",1
"Function","GO:0032561","Guanyl ribonucleotide binding",19,1,3.4,0.975938773829701,"yihA",1
"Keyword","KW-1278","Translocase",19,1,3.4,0.975938773829701,"ccmA",1
"Keyword","KW-0067","ATP-binding",153,19,27,0.977644838384433,"RS00690;RS01015;RS01625;RS01690;RS02065;RS02110;RS02365;RS02550;RS04605;RS06480;ccmA;clpB;cysS;dnaK;gltX;groL;lon;murD;serS",1
"Process","GO:0006644","Phospholipid metabolic process",20,1,3.5,0.980263647511771,"RS02820",1
"Process","GO:0008654","Phospholipid biosynthetic process",20,1,3.5,0.980263647511771,"RS02820",1
"InterPro","IPR027417","P-loop containing nucleoside triphosphate hydrolase",101,11,17.8,0.982297462890535,"RS00075;RS01370;RS01625;RS01690;RS02365;RS02550;RS06055;ccmA;clpB;lon;yihA",1
"Component","GO:0032991","Protein-containing complex",72,7,12.7,0.982480118445228,"RS01920;RS02365;RS02580;dnaN;rplN;rpoZ;rpsB",1
"Keyword","KW-0408","Iron",31,2,5.5,0.982649724806294,"RS06015;def",1
"Function","GO:0030554","Adenyl nucleotide binding",163,20,28.8,0.983580923645681,"RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04605;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;grpE;lon;murD;serS",1
"InterPro","IPR012340","Nucleic acid-binding, OB-fold",21,1,3.7,0.983814388553033,"efp",1
"Component","GO:0016020","Membrane",279,38,49.3,0.985325045182355,"RS00005;RS00190;RS00490;RS00640;RS00885;RS01295;RS01790;RS02040;RS02065;RS02110;RS02220;RS02355;RS02535;RS02670;RS02680;RS02820;RS03030;RS03155;RS04140;RS04185;RS04310;RS04315;RS04515;RS04590;RS04630;RS04690;RS04775;RS05020;RS05385;RS05535;RS05835;RS06470;RS06480;RS06675;htpX;lptC;nhaA;tolQ",1
"Process","GO:0033036","Macromolecule localization",32,2,5.7,0.985388607033604,"lptC;tolB",1
"Process","GO:0033554","Cellular response to stress",32,2,5.7,0.985388607033604,"lon;trxB",1
"Process","GO:0034220","Ion transmembrane transport",32,2,5.7,0.985388607033604,"ccmA;nhaA",1
"Process","GO:0090407","Organophosphate biosynthetic process",89,9,15.7,0.986481950052891,"RS01015;RS02550;RS02575;RS02580;RS02820;RS04480;guaB;pdhA;purE",1
"Function","GO:0008324","Cation transmembrane transporter activity",22,1,3.9,0.986728982204817,"nhaA",1
"Keyword","KW-0472","Membrane",251,33,44.3,0.988679027695503,"RS00005;RS00490;RS00885;RS01295;RS01790;RS02040;RS02065;RS02110;RS02220;RS02355;RS02535;RS02680;RS02820;RS03030;RS04140;RS04185;RS04310;RS04315;RS04515;RS04590;RS04630;RS04690;RS05020;RS05385;RS05835;RS06470;RS06480;RS06675;ccmA;htpX;lptC;nhaA;tolQ",1
"Keyword","KW-0460","Magnesium",52,4,9.2,0.989524258697098,"RS02550;ilvC;ribB;yihA",1
"Function","GO:0005524","ATP binding",162,19,28.6,0.990397154618745,"RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04605;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;lon;murD;serS",1
"Function","GO:0032559","Adenyl ribonucleotide binding",162,19,28.6,0.990397154618745,"RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04605;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;lon;murD;serS",1
"Function","GO:0015318","Inorganic molecular entity transmembrane transporter activity",24,1,4.2,0.991083539783376,"nhaA",1
"Keyword","KW-0547","Nucleotide-binding",178,21,31.4,0.992547134714776,"RS00690;RS01015;RS01625;RS01690;RS02065;RS02110;RS02365;RS02550;RS04605;RS06480;ccmA;clpB;cysS;dnaK;gltX;groL;lon;lpdA;murD;serS;yihA",1
"Function","GO:0000287","Magnesium ion binding",25,1,4.4,0.992693569721667,"ilvC",1
"Function","GO:0022804","Active transmembrane transporter activity",37,2,6.5,0.993893891566968,"ccmA;nhaA",1
"Function","GO:0017076","Purine nucleotide binding",181,21,32,0.994456955543518,"RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04605;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;grpE;lon;murD;serS;yihA",1
"Process","GO:0015031","Protein transport",27,1,4.8,0.995096940314919,"tolB",1
"Function","GO:0015075","Ion transmembrane transporter activity",28,1,4.9,0.995984718585104,"nhaA",1
"Function","GO:0000166","Nucleotide binding",225,27,39.8,0.996332374948428,"RS00470;RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04315;RS04605;RS05340;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;grpE;guaB;ilvC;lon;lpdA;murD;serS;yihA",1
"Function","GO:1901265","Nucleoside phosphate binding",225,27,39.8,0.996332374948428,"RS00470;RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04315;RS04605;RS05340;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;grpE;guaB;ilvC;lon;lpdA;murD;serS;yihA",1
"Function","GO:0043168","Anion binding",212,25,37.5,0.996394365785273,"RS00470;RS00520;RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04315;RS04605;RS06055;alr;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;lon;lpdA;murD;serS;yihA",1
"Process","GO:0008104","Protein localization",29,1,5.1,0.99671241908072,"tolB",1
"Process","GO:0045184","Establishment of protein localization",29,1,5.1,0.99671241908072,"tolB",1
"Process","GO:0051641","Cellular localization",29,1,5.1,0.99671241908072,"tolB",1
"Process","GO:0070727","Cellular macromolecule localization",29,1,5.1,0.99671241908072,"tolB",1
"Function","GO:0015399","Primary active transmembrane transporter activity",29,1,5.1,0.99671241908072,"ccmA",1
"Function","GO:0032555","Purine ribonucleotide binding",180,20,31.8,0.996940705279695,"RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04605;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;lon;murD;serS;yihA",1
"Function","GO:0035639","Purine ribonucleoside triphosphate binding",180,20,31.8,0.996940705279695,"RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04605;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;lon;murD;serS;yihA",1
"Function","GO:0036094","Small molecule binding",240,29,42.4,0.996958511918171,"RS00470;RS00520;RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04315;RS04605;RS05340;RS06055;alr;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;grpE;guaB;ilvC;lon;lpdA;murD;serS;yihA",1
"Function","GO:0032553","Ribonucleotide binding",186,20,32.9,0.998402512399246,"RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04605;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;lon;murD;serS;yihA",1
"Function","GO:0005215","Transporter activity",82,6,14.5,0.998482646561181,"RS00490;RS02220;RS03155;ccmA;lptC;nhaA",1
"Function","GO:0022857","Transmembrane transporter activity",82,6,14.5,0.998482646561181,"RS00490;RS02220;RS03155;ccmA;lptC;nhaA",1
"KEGG","bbk02010","ABC transporters",33,1,5.8,0.998525546035959,"ccmA",1
"Function","GO:0043167","Ion binding",312,39,55.1,0.998577104802614,"RS00470;RS00520;RS00690;RS01015;RS01600;RS01625;RS01690;RS01980;RS02030;RS02365;RS02550;RS03030;RS04315;RS04605;RS05370;RS05905;RS06015;RS06055;alr;ccmA;clpB;cysS;def;dnaJ;dnaK;gltX;groES;groL;guaB;htpX;ilvC;lon;lpdA;murD;ribB;serS;yacG;ybeY;yihA",1
"KEGG","bbk00190","Oxidative phosphorylation",34,1,6,0.998794000223497,"RS03030",1
"Function","GO:0097367","Carbohydrate derivative binding",192,20,33.9,0.99918884502571,"RS00690;RS01015;RS01625;RS01690;RS02365;RS02550;RS04605;RS06055;ccmA;clpB;cysS;dnaJ;dnaK;gltX;groES;groL;lon;murD;serS;yihA",1
"Keyword","KW-0997","Cell inner membrane",69,4,12.2,0.999272055100076,"ccmA;htpX;nhaA;tolQ",1
"Process","GO:0006810","Transport",131,11,23.1,0.999556345754908,"RS00490;RS02220;RS03155;RS05395;RS05835;ccmA;lptC;nhaA;phoU;tolB;tolQ",1
"Process","GO:0051179","Localization",133,11,23.5,0.999662443680799,"RS00490;RS02220;RS03155;RS05395;RS05835;ccmA;lptC;nhaA;phoU;tolB;tolQ",1
"Process","GO:0051234","Establishment of localization",133,11,23.5,0.999662443680799,"RS00490;RS02220;RS03155;RS05395;RS05835;ccmA;lptC;nhaA;phoU;tolB;tolQ",1
"Process","GO:0055085","Transmembrane transport",101,7,17.8,0.999685041115852,"RS00490;RS02220;RS03155;RS05835;ccmA;lptC;nhaA",1
"Keyword","KW-1003","Cell membrane",106,6,18.7,0.999964899105881,"RS03030;RS06480;ccmA;htpX;nhaA;tolQ",1
"Component","GO:0071944","Cell periphery",149,11,26.3,0.999965918858892,"RS00640;RS02220;RS03030;RS04185;RS04310;RS04690;RS04775;htpX;lptC;nhaA;tolQ",1
"Component","GO:0005886","Plasma membrane",135,9,23.9,0.99997689698372,"RS03030;RS04185;RS04310;RS04690;RS04775;htpX;lptC;nhaA;tolQ",1
