"categoria","termino","descripcion","genes_universo","genes_conjunto","esperados","p","genes","q"
"Keyword","KW-0812","Transmembrane",218,65,53.8,0.0314423961679267,"RS00160;RS00165;RS00170;RS00175;RS00245;RS00290;RS00320;RS00325;RS00580;RS00855;RS01155;RS01220;RS01465;RS01470;RS01505;RS01785;RS01975;RS02050;RS02205;RS02325;RS03540;RS03795;RS03855;RS03880;RS04360;RS04370;RS04870;RS05280;RS05285;RS05345;RS05355;RS05400;RS05405;RS05495;RS05555;RS05570;RS05825;RS05875;RS06305;RS06355;RS06370;RS06525;RS06570;RS06630;flhA;flhB;fliF;fliP;fliQ;fliR;hflC;hflK;lptF;mnhG;motA;murJ;nuoH;nuoL;nuoN;pstA;sdhC;sdhD;secD;ubiB;waaA",0.311233173725105
"Keyword","KW-0347","Helicase",11,6,2.7,0.0315172834152005,"RS00540;RS00915;RS04285;RS04505;addA;recG",0.311233173725105
"Function","GO:0003678","DNA helicase activity",8,5,2,0.0253256294053848,"RS00540;RS00915;RS04505;addA;recG",0.312011754274341
"Process","GO:0009201","Ribonucleoside triphosphate biosynthetic process",13,7,3.2,0.0219086019421587,"RS00555;RS00565;RS05600;atpA;atpC;atpD;ndk",0.318770158258409
"Process","GO:0071103","DNA conformation change",13,7,3.2,0.0219086019421587,"RS00540;RS00915;RS04505;addA;parE;recG;topA",0.318770158258409
"Process","GO:0071705","Nitrogen compound transport",47,18,11.6,0.0239803687604048,"RS00855;RS01505;RS03880;RS03885;RS04425;RS04985;RS05350;RS05600;RS06530;RS06630;RS07145;flhA;flhB;fliP;fliQ;fliR;murJ;secD",0.334989007134863
"Process","GO:0042221","Response to chemical",16,8,3.9,0.0241985575251384,"RS02440;RS03920;RS05555;RS05620;RS05635;RS05755;fliN;parE",0.334989007134863
"Process","GO:0032392","DNA geometric change",8,5,2,0.0253256294053848,"RS00540;RS00915;RS04505;addA;recG",0.334989007134863
"Process","GO:0032508","DNA duplex unwinding",8,5,2,0.0253256294053848,"RS00540;RS00915;RS04505;addA;recG",0.334989007134863
"Pfam","PF00664","ABC transporter transmembrane region",4,3,1,0.0485994924519014,"RS02325;RS03540;RS06525",0.34019644716331
"InterPro","IPR003593","AAA+ ATPase domain",47,18,11.6,0.0239803687604048,"RS00250;RS02200;RS02325;RS03525;RS03540;RS03885;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;atpD;clpX;dnaA;ettA;sufC",0.368698169691225
"Keyword","KW-0175","Coiled coil",77,26,19,0.0402629819750049,"RS00290;RS00320;RS00325;RS00585;RS00755;RS00965;RS01465;RS01505;RS01555;RS02325;RS03870;RS04370;RS04425;RS04870;RS05045;RS05280;RS05610;RS05625;RS06620;RS06990;dnaA;ettA;flgK;flhB;rpsA;secD",0.374208891297104
"Keyword","KW-0066","ATP synthesis",9,5,2.2,0.0456715285417966,"RS00555;RS00565;atpA;atpC;atpD",0.400894528311325
"Keyword","KW-0001","2Fe-2S",4,3,1,0.0485994924519014,"RS00465;nuoE;nuoG",0.404143147757917
"Component","GO:0005576","Extracellular region",5,3,1.2,0.0995283966920421,"RS05045;RS05445;flgK",0.416775161147926
"Process","GO:0051276","Chromosome organization",14,7,3.5,0.0347681999601347,"RS00540;RS00915;RS04505;addA;parE;recG;topA",0.434549229020087
"Process","GO:0006119","Oxidative phosphorylation",6,4,1.5,0.035446682347841,"RS03855;nuoG;nuoL;nuoN",0.434549229020087
"Process","GO:0015980","Energy derivation by oxidation of organic compounds",23,10,5.7,0.0358391116717597,"RS00465;RS03855;acnA;gltA;nuoG;nuoL;nuoN;sdhA;sdhC;sdhD",0.434549229020087
"Process","GO:0045333","Cellular respiration",23,10,5.7,0.0358391116717597,"RS00465;RS03855;acnA;gltA;nuoG;nuoL;nuoN;sdhA;sdhC;sdhD",0.434549229020087
"Component","GO:0098796","Membrane protein complex",24,9,5.9,0.110981788076099,"RS00555;RS00565;RS06370;atpA;atpC;atpD;lptF;nuoF;sdhC",0.437398811829332
"InterPro","IPR029062","Class I glutamine amidotransferase-like",6,4,1.5,0.035446682347841,"RS00330;RS04870;guaA;purQ",0.484437992087161
"InterPro","IPR037294","ABC transporter, BtuC-like",6,4,1.5,0.035446682347841,"RS02205;RS05400;RS05405;RS06370",0.484437992087161
"InterPro","IPR000194","ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain",4,3,1,0.0485994924519014,"RS05600;atpA;atpD",0.51980326709425
"InterPro","IPR011527","ABC transporter type 1, transmembrane domain",4,3,1,0.0485994924519014,"RS02325;RS03540;RS06525",0.51980326709425
"InterPro","IPR032317","RND efflux pump, membrane fusion protein, barrel-sandwich domain",4,3,1,0.0485994924519014,"RS00585;RS01465;RS05280",0.51980326709425
"InterPro","IPR036640","ABC transporter type 1, transmembrane domain superfamily",4,3,1,0.0485994924519014,"RS02325;RS03540;RS06525",0.51980326709425
"InterPro","IPR039421","Type 1 protein exporter",4,3,1,0.0485994924519014,"RS02325;RS03540;RS06525",0.51980326709425
"Keyword","KW-0004","4Fe-4S",16,7,3.9,0.0732582088831127,"RS00465;RS03800;acnA;miaB;nuoF;nuoG;thiC",0.551899452977547
"Keyword","KW-0375","Hydrogen ion transport",10,5,2.5,0.0733537247628386,"RS00555;RS00565;atpA;atpC;atpD",0.551899452977547
"Function","GO:0004386","Helicase activity",12,6,3,0.0502754704324839,"RS00540;RS00915;RS04285;RS04505;addA;recG",0.573512773822408
"Function","GO:0005216","Ion channel activity",12,6,3,0.0502754704324839,"RS00555;RS00565;RS05600;atpA;atpC;atpD",0.573512773822408
"Process","GO:0010629","Negative regulation of gene expression",4,3,1,0.0485994924519014,"ettA;flbT;rsfS",0.5772429511634
"Process","GO:0009142","Nucleoside triphosphate biosynthetic process",15,7,3.7,0.051794611413999,"RS00555;RS00565;RS05600;atpA;atpC;atpD;ndk",0.602889276858948
"Component","GO:0043228","Non-membrane-bounded organelle",85,25,21,0.176523749941623,"RS00540;RS05045;RS05445;RS05470;RS05555;RS05570;RS05620;RS05635;flgB;flgC;flgF;flgG;flgH;flgK;fliE;fliF;fliN;fliP;fliQ;fliR;parE;rpsA;rpsR;rpsU;topA",0.657060624782707
"Function","GO:0140657","ATP-dependent activity",55,19,13.6,0.0601345295334379,"RS00540;RS00915;RS02325;RS03525;RS03540;RS04285;RS04505;RS05350;RS05600;RS06525;addA;atpA;atpD;clpX;ettA;parE;recG;secD;zapE",0.661479824867817
"Function","GO:0030170","Pyridoxal phosphate binding",7,4,1.7,0.0668808145419306,"RS03970;RS06280;glyA;lysA",0.66865621202502
"Function","GO:0070279","Vitamin B6 binding",7,4,1.7,0.0668808145419306,"RS03970;RS06280;glyA;lysA",0.66865621202502
"Function","GO:0008324","Cation transmembrane transporter activity",22,9,5.4,0.0672998135479728,"RS00175;RS00555;RS00565;RS05350;RS05600;atpA;atpC;atpD;mnhG",0.66865621202502
"Keyword","KW-0411","Iron-sulfur",20,8,4.9,0.0934351210359059,"RS00465;RS03800;acnA;miaB;nuoE;nuoF;nuoG;thiC",0.671034051076051
"Function","GO:0015078","Proton transmembrane transporter activity",13,6,3.2,0.0745899291384769,"RS00555;RS00565;RS05600;atpA;atpC;atpD",0.675697005136791
"Function","GO:0015267","Channel activity",13,6,3.2,0.0745899291384769,"RS00555;RS00565;RS05600;atpA;atpC;atpD",0.675697005136791
"Function","GO:0022803","Passive transmembrane transporter activity",13,6,3.2,0.0745899291384769,"RS00555;RS00565;RS05600;atpA;atpC;atpD",0.675697005136791
"Component","GO:0110165","Cellular anatomical entity",561,145,138.4,0.19692283156057,"RS00160;RS00165;RS00170;RS00175;RS00245;RS00290;RS00320;RS00325;RS00540;RS00555;RS00565;RS00580;RS00855;RS01155;RS01220;RS01465;RS01470;RS01505;RS01785;RS01975;RS02050;RS02205;RS02325;RS02440;RS03520;RS03540;RS03795;RS03800;RS03805;RS03810;RS03855;RS03880;RS03885;RS03920;RS04360;RS04370;RS04425;RS04720;RS04870;RS04985;RS05045;RS05280;RS05285;RS05345;RS05350;RS05355;RS05400;RS05405;RS05445;RS05470;RS05495;RS05530;RS05555;RS05570;RS05600;RS05620;RS05635;RS05825;RS05875;RS06160;RS06280;RS06305;RS06355;RS06370;RS06525;RS06530;RS06570;RS06615;RS06620;RS06625;RS06630;RS07145;argF;argJ;aroA;atpA;atpC;atpD;cmk;coaA;dnaA;ettA;flgA;flgB;flgC;flgF;flgG;flgH;flgK;flhA;flhB;fliE;fliF;fliN;fliP;fliQ;fliR;glmS;gltA;gltX;glyA;glyS;gmk;hflC;hflK;hisS;ileS;infA;infB;lptF;miaB;mnhG;mnmE;motA;murJ;ndk;nrdF;nuoF;nuoG;nuoH;nuoL;nuoN;panC;parE;prfA;pstA;purL;purM;purQ;recF;rlmH;rnhA;rpsA;rpsR;rpsU;rsfS;rsmA;sdhA;sdhC;sdhD;secD;topA;tsaD;ubiB;waaA",0.679289611509166
"Component","GO:0043226","Organelle",87,25,21.5,0.213281019778405,"RS00540;RS05045;RS05445;RS05470;RS05555;RS05570;RS05620;RS05635;flgB;flgC;flgF;flgG;flgH;flgK;fliE;fliF;fliN;fliP;fliQ;fliR;parE;rpsA;rpsR;rpsU;topA",0.679289611509166
"Component","GO:0030313","Cell envelope",17,6,4.2,0.22305032019704,"RS01505;RS02440;RS04425;RS05570;RS07145;flgH",0.679289611509166
"Component","GO:0031975","Envelope",17,6,4.2,0.22305032019704,"RS01505;RS02440;RS04425;RS05570;RS07145;flgH",0.679289611509166
"Component","GO:1990204","Oxidoreductase complex",7,3,1.7,0.236157083406978,"nrdF;nuoF;sdhC",0.687935851663804
"Component","GO:0009279","Cell outer membrane",14,5,3.5,0.247617800549804,"RS01505;RS02440;RS04425;RS07145;flgH",0.691266359868204
"Keyword","KW-0032","Aminotransferase",8,4,2,0.108435999678476,"RS03635;RS04960;RS06280;glmS",0.744908171704316
"Process","GO:0022904","Respiratory electron transport chain",7,4,1.7,0.0668808145419306,"RS03855;nuoG;nuoL;nuoN",0.763228118890267
"Keyword","KW-0408","Iron",31,11,7.6,0.116000999893822,"RS00465;RS03800;acnA;miaB;nrdF;nuoE;nuoF;nuoG;sdhC;thiC;tsaD",0.763673249300995
"Component","GO:0030312","External encapsulating structure",15,5,3.7,0.301644716277512,"RS01505;RS02440;RS04425;RS07145;flgH",0.808407839623732
"Keyword","KW-0663","Pyridoxal phosphate",12,5,3,0.149604536924003,"RS03970;RS04960;RS06280;glyA;lysA",0.828197668550977
"Keyword","KW-0031","Aminopeptidase",3,2,0.7,0.152229552178635,"RS06160;pepN",0.828197668550977
"Keyword","KW-0396","Initiation factor",3,2,0.7,0.152229552178635,"infA;infB",0.828197668550977
"Keyword","KW-0574","Periplasm",3,2,0.7,0.152229552178635,"RS05570;flgA",0.828197668550977
"Keyword","KW-0997","Cell inner membrane",69,21,17,0.157545274632715,"RS00555;RS00565;RS02200;RS03540;RS03795;RS03800;RS03805;RS03810;RS03885;RS05350;RS05555;atpA;atpC;atpD;murJ;nuoH;nuoN;sdhA;secD;ubiB;waaA",0.828197668550977
"Keyword","KW-0315","Glutamine amidotransferase",6,3,1.5,0.163610111036243,"RS00330;guaA;purQ",0.828197668550977
"Keyword","KW-0441","Lipid A biosynthesis",6,3,1.5,0.163610111036243,"lpxB;lpxC;lpxK",0.828197668550977
"Keyword","KW-0067","ATP-binding",153,43,37.7,0.167736236668552,"RS00250;RS00540;RS00915;RS02200;RS02325;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS06375;RS06525;RS06620;RS06625;accC;addA;addB;atpA;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;lpxK;ndk;panC;parE;purL;purM;purQ;recF;recG;sufC;ubiB",0.828197668550977
"Process","GO:0006099","Tricarboxylic acid cycle",13,6,3.2,0.0745899291384769,"RS00465;acnA;gltA;sdhA;sdhC;sdhD",0.834833437665261
"Function","GO:0005524","ATP binding",162,47,40,0.0996756098030246,"RS00250;RS00540;RS00565;RS00915;RS02200;RS02325;RS03525;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;lpxK;ndk;panC;parE;purL;purM;purQ;recF;recG;sufC;zapE",0.852780217203655
"Function","GO:0032559","Adenyl ribonucleotide binding",162,47,40,0.0996756098030246,"RS00250;RS00540;RS00565;RS00915;RS02200;RS02325;RS03525;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;lpxK;ndk;panC;parE;purL;purM;purQ;recF;recG;sufC;zapE",0.852780217203655
"Function","GO:0016627","Oxidoreductase activity, acting on the CH-CH group of donors",11,5,2.7,0.10821742588587,"RS00465;RS04095;sdhA;sdhC;sdhD",0.859103350104994
"Function","GO:0008483","Transaminase activity",8,4,2,0.108435999678476,"RS03635;RS04960;RS06280;glmS",0.859103350104994
"Function","GO:0030554","Adenyl nucleotide binding",163,47,40.2,0.108782567058749,"RS00250;RS00540;RS00565;RS00915;RS02200;RS02325;RS03525;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;lpxK;ndk;panC;parE;purL;purM;purQ;recF;recG;sufC;zapE",0.859103350104994
"Function","GO:0043168","Anion binding",212,59,52.3,0.136028255681152,"RS00250;RS00540;RS00565;RS00915;RS02145;RS02200;RS02325;RS03525;RS03540;RS03885;RS03920;RS03970;RS03985;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS06280;RS06375;RS06525;RS06540;RS06615;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyA;glyS;gmk;guaA;hisS;ileS;infB;lpxK;lysA;mnmE;ndk;nuoF;panC;parE;purL;purM;purQ;recF;recG;sdhA;sufC;zapE",0.903946355036852
"Function","GO:0022853","Active ion transmembrane transporter activity",12,5,3,0.149604536924003,"RS05350;RS05600;atpA;atpD;mnhG",0.903946355036852
"Function","GO:0003743","Translation initiation factor activity",3,2,0.7,0.152229552178635,"infA;infB",0.903946355036852
"Function","GO:0003747","Translation release factor activity",3,2,0.7,0.152229552178635,"RS06615;prfA",0.903946355036852
"Function","GO:0004642","Phosphoribosylformylglycinamidine synthase activity",3,2,0.7,0.152229552178635,"purL;purQ",0.903946355036852
"Function","GO:0008079","Translation termination factor activity",3,2,0.7,0.152229552178635,"RS06615;prfA",0.903946355036852
"Function","GO:0009002","Serine-type D-Ala-D-Ala carboxypeptidase activity",3,2,0.7,0.152229552178635,"RS02770;RS03920",0.903946355036852
"Function","GO:0016149","Translation release factor activity, codon specific",3,2,0.7,0.152229552178635,"RS06615;prfA",0.903946355036852
"Function","GO:0016635","Oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor",3,2,0.7,0.152229552178635,"RS00465;sdhA",0.903946355036852
"Function","GO:0008238","Exopeptidase activity",9,4,2.2,0.15864757658782,"RS02770;RS03920;RS06160;pepN",0.903946355036852
"Function","GO:0016769","Transferase activity, transferring nitrogenous groups",9,4,2.2,0.15864757658782,"RS03635;RS04960;RS06280;glmS",0.903946355036852
"Function","GO:0140359","ABC-type transporter activity",9,4,2.2,0.15864757658782,"RS02325;RS03540;RS05350;RS06525",0.903946355036852
"Function","GO:0019205","Nucleobase-containing compound kinase activity",6,3,1.5,0.163610111036243,"cmk;gmk;ndk",0.903946355036852
"Function","GO:0043565","Sequence-specific DNA binding",6,3,1.5,0.163610111036243,"RS04165;dnaA;sciP",0.903946355036852
"Function","GO:0051537","2 iron, 2 sulfur cluster binding",6,3,1.5,0.163610111036243,"RS00465;nuoE;nuoG",0.903946355036852
"Function","GO:0022890","Inorganic cation transmembrane transporter activity",19,7,4.7,0.163948629353965,"RS00555;RS00565;RS05600;atpA;atpC;atpD;mnhG",0.903946355036852
"Function","GO:0032555","Purine ribonucleotide binding",180,50,44.4,0.16728877349708,"RS00250;RS00540;RS00565;RS00915;RS02200;RS02325;RS03525;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06615;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;infB;lpxK;mnmE;ndk;panC;parE;purL;purM;purQ;recF;recG;sufC;zapE",0.903946355036852
"Function","GO:0035639","Purine ribonucleoside triphosphate binding",180,50,44.4,0.16728877349708,"RS00250;RS00540;RS00565;RS00915;RS02200;RS02325;RS03525;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06615;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;infB;lpxK;mnmE;ndk;panC;parE;purL;purM;purQ;recF;recG;sufC;zapE",0.903946355036852
"Function","GO:0097367","Carbohydrate derivative binding",192,53,47.4,0.171551657494569,"RS00250;RS00540;RS00565;RS00915;RS02200;RS02325;RS02770;RS03525;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06615;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;glmS;gltX;glyS;gmk;guaA;hisS;ileS;infB;lpxK;mnmE;ndk;nuoF;panC;parE;purL;purM;purQ;recF;recG;sufC;zapE",0.910998457040125
"Function","GO:0008094","ATP-dependent activity, acting on DNA",16,6,3.9,0.179347425221156,"RS00540;RS00915;RS04505;addA;parE;recG",0.921489441704742
"Function","GO:0017076","Purine nucleotide binding",181,50,44.6,0.179510930202223,"RS00250;RS00540;RS00565;RS00915;RS02200;RS02325;RS03525;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06615;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;infB;lpxK;mnmE;ndk;panC;parE;purL;purM;purQ;recF;recG;sufC;zapE",0.921489441704742
"Component","GO:0070469","Respirasome",5,2,1.2,0.360080422047585,"nuoF;sdhC",0.927899549122623
"Pfam","PF01618","MotA/TolQ/ExbB proton channel family",3,2,0.7,0.152229552178635,"RS00855;motA",0.932406007094137
"Keyword","KW-0449","Lipoprotein",13,5,3.2,0.196488666789958,"RS00215;RS00280;RS05345;RS06410;flgH",0.940763919782222
"Component","GO:0005694","Chromosome",9,3,2.2,0.389860812172207,"RS00540;parE;topA",0.967432385760662
"Function","GO:0032553","Ribonucleotide binding",186,51,45.9,0.193599355451187,"RS00250;RS00540;RS00565;RS00915;RS02200;RS02325;RS03525;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06615;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;infB;lpxK;mnmE;ndk;nuoF;panC;parE;purL;purM;purQ;recF;recG;sufC;zapE",0.977518057032224
"InterPro","IPR011545","DEAD/DEAH box helicase domain",5,3,1.2,0.0995283966920421,"RS00540;RS04285;recG",0.987972441515007
"InterPro","IPR015421","Pyridoxal phosphate-dependent transferase, major domain",8,4,2,0.108435999678476,"RS03970;RS04960;RS06280;glyA",0.987972441515007
"InterPro","IPR015422","Pyridoxal phosphate-dependent transferase, small domain",8,4,2,0.108435999678476,"RS03970;RS04960;RS06280;glyA",0.987972441515007
"InterPro","IPR015424","Pyridoxal phosphate-dependent transferase",8,4,2,0.108435999678476,"RS03970;RS04960;RS06280;glyA",0.987972441515007
"Process","GO:0048523","Negative regulation of cellular process",5,3,1.2,0.0995283966920421,"ettA;flbT;rsfS",1
"Process","GO:1902600","Proton transmembrane transport",14,6,3.5,0.104456226022234,"RS00555;RS00565;RS05600;atpA;atpC;atpD",1
"KEGG","bbk00540","Lipopolysaccharide biosynthesis",11,5,2.7,0.10821742588587,"RS05875;lpxB;lpxC;lpxK;waaA",1
"Process","GO:0009311","Oligosaccharide metabolic process",8,4,2,0.108435999678476,"lpxB;lpxC;lpxK;waaA",1
"Process","GO:0009312","Oligosaccharide biosynthetic process",8,4,2,0.108435999678476,"lpxB;lpxC;lpxK;waaA",1
"Process","GO:0098655","Cation transmembrane transport",24,9,5.9,0.110981788076099,"RS00175;RS00555;RS00565;RS05350;RS05600;atpA;atpC;atpD;mnhG",1
"Process","GO:0009152","Purine ribonucleotide biosynthetic process",38,13,9.4,0.117401624493445,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;guaA;ndk;purL;purM;purQ",1
"Process","GO:0009205","Purine ribonucleoside triphosphate metabolic process",18,7,4.4,0.129561416296747,"RS00555;RS00565;RS05600;atpA;atpC;atpD;ndk",1
"Process","GO:0016043","Cellular component organization",75,23,18.5,0.134241784610951,"RS00540;RS00915;RS02440;RS02770;RS04505;RS06615;addA;flaF;flgA;flgD;flgK;flhA;flhB;fliP;fliQ;fliR;murJ;parE;prfA;recG;rsfS;sufD;topA",1
"Process","GO:0006164","Purine nucleotide biosynthetic process",39,13,9.6,0.13871163191102,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;guaA;ndk;purL;purM;purQ",1
"Process","GO:0072522","Purine-containing compound biosynthetic process",39,13,9.6,0.13871163191102,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;guaA;ndk;purL;purM;purQ",1
"KEGG","bbk00220","Arginine biosynthesis",12,5,3,0.149604536924003,"RS06280;RS06625;argF;argJ;purQ",1
"KEGG","bbk01210","2-Oxocarboxylic acid metabolism",12,5,3,0.149604536924003,"RS03635;RS06280;acnA;argJ;gltA",1
"Process","GO:0009890","Negative regulation of biosynthetic process",3,2,0.7,0.152229552178635,"ettA;rsfS",1
"Process","GO:0010558","Negative regulation of macromolecule biosynthetic process",3,2,0.7,0.152229552178635,"ettA;rsfS",1
"Process","GO:0031327","Negative regulation of cellular biosynthetic process",3,2,0.7,0.152229552178635,"ettA;rsfS",1
"Process","GO:0046037","GMP metabolic process",3,2,0.7,0.152229552178635,"gmk;guaA",1
"Process","GO:0046677","Response to antibiotic",3,2,0.7,0.152229552178635,"RS03920;parE",1
"Process","GO:0051248","Negative regulation of protein metabolic process",3,2,0.7,0.152229552178635,"ettA;rsfS",1
"InterPro","IPR002562","3-5 exonuclease domain",3,2,0.7,0.152229552178635,"RS05940;polA",1
"InterPro","IPR002898","MotA/TolQ/ExbB proton channel",3,2,0.7,0.152229552178635,"RS00855;motA",1
"InterPro","IPR008921","DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal",3,2,0.7,0.152229552178635,"RS03525;holA",1
"InterPro","IPR008925","Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily",3,2,0.7,0.152229552178635,"RS06620;gltX",1
"InterPro","IPR020751","Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2",3,2,0.7,0.152229552178635,"RS06620;gltX",1
"Process","GO:0006541","Glutamine metabolic process",9,4,2.2,0.15864757658782,"RS00330;glmS;guaA;purQ",1
"Process","GO:0010605","Negative regulation of macromolecule metabolic process",6,3,1.5,0.163610111036243,"ettA;flbT;rsfS",1
"Process","GO:0009144","Purine nucleoside triphosphate metabolic process",19,7,4.7,0.163948629353965,"RS00555;RS00565;RS05600;atpA;atpC;atpD;ndk",1
"Process","GO:0006812","Cation transport",33,11,8.1,0.165710844309503,"RS00175;RS00555;RS00565;RS02215;RS05350;RS05600;RS06380;atpA;atpC;atpD;mnhG",1
"KEGG","bbk02010","ABC transporters",33,11,8.1,0.165710844309503,"RS03880;RS03885;RS05345;RS05350;RS05355;RS05825;RS06370;RS06375;RS06380;lptF;pstA",1
