"","baseMean","log2FoldChange","lfcSE","pvalue","padj","wp"
"lcl|NC_008783.1_cds_BARBAKC583_RS06975_932",10.6863993761654,-0.093526278386341,0.474155549821519,0.731398334674074,0.830273852592621,"BARBAKC583_RS06975"
"lcl|NC_008783.1_cds_WP_005767620.1_933",4.99990907232705,0.0693510514806643,0.536564965799191,0.75361460512232,0.844162433741558,"WP_005767620.1"
"lcl|NC_008783.1_cds_BARBAKC583_RS07115_934",29.183627491725,0.0509986190105616,0.386290601601847,0.857391861540569,0.907195678341407,"BARBAKC583_RS07115"
"lcl|NC_008783.1_cds_BARBAKC583_RS05130_935",62.0128412636669,0.877318799027975,0.395638359796695,0.00278348862341598,0.0129241197259785,"BARBAKC583_RS05130"
"lcl|NC_008783.1_cds_WP_005767624.1_936",55.2898329304619,0.69450592483505,0.319496011574946,0.00849500715374764,0.0313336089409259,"WP_005767624.1"
"lcl|NC_008783.1_cds_WP_005767625.1_937",14.7742399958973,0.620442584893719,0.425313370203735,0.0348037358640891,0.0936536892342762,"WP_005767625.1"
"lcl|NC_008783.1_cds_WP_172952862.1_938",11.8648255030841,-0.339548908693496,0.408049840406796,0.238058593865973,0.392018602416289,"WP_172952862.1"
"lcl|NC_008783.1_cds_WP_005767633.1_939",8.6837061724566,-0.218508264605441,0.434699670152633,0.444028575091702,0.599463891571921,"WP_005767633.1"
"lcl|NC_008783.1_cds_WP_005767636.1_940",151.31580123014,-0.460816902763613,0.30854086569909,0.0744947668739001,0.164555604437869,"WP_005767636.1"
"lcl|NC_008783.1_cds_WP_005767638.1_941",76.5890282094498,-0.050963383452758,0.354885237494653,0.85388084889576,0.905909431086541,"WP_005767638.1"
"lcl|NC_008783.1_cds_WP_005767639.1_942",85.4925643833252,-0.795608923348101,0.396268539986993,0.0065126574525807,0.0258757933686428,"WP_005767639.1"
"lcl|NC_008783.1_cds_WP_225866722.1_943",12.0752203917355,-0.635634040822196,0.50495752875177,0.0269254445634371,0.0768186177424327,"WP_225866722.1"
"lcl|NC_008783.1_cds_WP_236822979.1_944",35.1006771196781,-0.268711582347912,0.43997553753397,0.346737185099128,0.506835589083169,"WP_236822979.1"
"lcl|NC_008783.1_cds_BARBAKC583_RS05190_945",31.300980001237,-0.513833851669007,0.38919716417977,0.073723116254428,0.163155457280828,"BARBAKC583_RS05190"
"lcl|NC_008783.1_cds_WP_005767646.1_946",1.44492127922262,-0.139644579039504,0.548306726035107,0.504535632809218,0.660077557178027,"WP_005767646.1"
"lcl|NC_008783.1_cds_BARBAKC583_RS05215_947",128.617803263132,-0.427621451950451,0.343179851331398,0.118029338442689,0.235959056151444,"BARBAKC583_RS05215"
"lcl|NC_008783.1_cds_WP_005767654.1_948",220.802727164107,0.021638883043063,0.272027431152419,0.927550914271786,0.952196677218606,"WP_005767654.1"
"lcl|NC_008783.1_cds_WP_005767656.1_949",4.52561163743332,-0.0751097192598123,0.498329659665808,0.771011892605433,0.853353358816068,"WP_005767656.1"
"lcl|NC_008783.1_cds_WP_225866723.1_950",1.59588044837105,-0.0430240953628053,0.581403427075317,0.758567941150668,0.846507485694997,"WP_225866723.1"
"lcl|NC_008783.1_cds_WP_005767662.1_951",2544.14053893998,0.502124967085036,0.343362570135697,0.066735673078624,0.15108037652981,"WP_005767662.1"
"lcl|NC_008783.1_cds_WP_005767664.1_952",4956.48681402724,-0.25040229700603,0.286363437579917,0.309612250006086,0.463192440604675,"WP_005767664.1"
"lcl|NC_008783.1_cds_WP_005767666.1_953",1640.20892808196,-0.331182334334636,0.270548072162765,0.162328796821041,0.294329702046115,"WP_005767666.1"
"lcl|NC_008783.1_cds_WP_005767668.1_954",555.425136621386,-1.19823159009671,0.193234084856942,2.67345382665149e-11,1.86198195926786e-09,"WP_005767668.1"
"lcl|NC_008783.1_cds_WP_005767671.1_955",781.892223659487,0.427846904838289,0.195471879156285,0.0193644518119906,0.059019506073051,"WP_005767671.1"
"lcl|NC_008783.1_cds_WP_005767674.1_956",454.303617908255,0.479798897662263,0.195541549186472,0.00873657653644592,0.0316333535753883,"WP_005767674.1"
"lcl|NC_008783.1_cds_WP_005767675.1_957",239.790938085198,0.698306498160039,0.225286185257728,0.000685966392712661,0.00390473177390284,"WP_005767675.1"
"lcl|NC_008783.1_cds_WP_005767676.1_958",3087.36962534551,0.0585144357543091,0.216843993200104,0.769704945366303,0.853305857035302,"WP_005767676.1"
"lcl|NC_008783.1_cds_WP_005767677.1_959",565.55235725642,-0.439876624824484,0.244644801949325,0.0454840116535714,0.113614071303436,"WP_005767677.1"
"lcl|NC_008783.1_cds_WP_005767678.1_960",1285.31462281838,0.640181397913559,0.21745310917621,0.00136359302561523,0.00695902647555359,"WP_005767678.1"
"lcl|NC_008783.1_cds_WP_005767679.1_961",1421.13260272181,0.0737590539518778,0.24235531445291,0.735682382370091,0.831783107325055,"WP_005767679.1"
"lcl|NC_008783.1_cds_WP_005767680.1_962",147.329762197839,-0.603042209938322,0.271999276843343,0.0111838540834617,0.0381842032891126,"WP_005767680.1"
"lcl|NC_008783.1_cds_BARBAKC583_RS05335_963",14.143175773486,-0.688098684104601,0.40414253240484,0.0186540975038426,0.0572187861257763,"BARBAKC583_RS05335"
"lcl|NC_008783.1_cds_WP_005767682.1_964",3.30533881888843,-0.375273035866321,0.504568997407632,0.160849758961625,0.293898325016302,"WP_005767682.1"
"lcl|NC_008783.1_cds_WP_005767683.1_965",1670.25474599084,-0.29487316482263,0.229625909366511,0.158949332566053,0.291973974124213,"WP_005767683.1"
"lcl|NC_008783.1_cds_WP_005767694.1_966",1311.61318037013,-1.70957361544973,0.165267136128844,9.97468383003827e-28,5.90501282738266e-25,"WP_005767694.1"
"lcl|NC_008783.1_cds_WP_005767696.1_967",362.848718746594,-0.818950739485434,0.165527008597159,2.02547146970347e-07,4.36028767296166e-06,"WP_005767696.1"
"lcl|NC_008783.1_cds_WP_005767698.1_968",119.337073562155,-0.643428958680315,0.284322939164443,0.00865970851931816,0.0315479842673006,"WP_005767698.1"
"lcl|NC_008783.1_cds_WP_005767700.1_969",138.764003177749,0.444054444007401,0.268426311165775,0.0594951194844059,0.138939292839323,"WP_005767700.1"
"lcl|NC_008783.1_cds_WP_005767702.1_970",449.446602876259,-0.120273053207931,0.184745599234916,0.490220700974041,0.645629933207191,"WP_005767702.1"
"lcl|NC_008783.1_cds_WP_005767704.1_971",501.779667522449,-0.200874649652397,0.238767708648575,0.35226924399201,0.510487673934524,"WP_005767704.1"
"lcl|NC_008783.1_cds_WP_005767706.1_972",4035.94295839514,-0.467331761753458,0.144852441186779,0.00082754090769452,0.00458964716556283,"WP_005767706.1"
"lcl|NC_008783.1_cds_WP_011807408.1_973",1750.18882619339,0.518600214902567,0.34340687837225,0.0583408332903108,0.136783260625204,"WP_011807408.1"
"lcl|NC_008783.1_cds_WP_005767710.1_974",3575.08503232423,-0.133588164748263,0.314096147232482,0.60862578032613,0.746749143944185,"WP_005767710.1"
